TiempoID,Fecha,Año,Trimestre,Mes,NombreMes,Semana,DiaSemana
146,2024-11-16,2024,4,11,November,46,Saturday
147,2024-11-17,2024,4,11,November,46,Sunday
148,2024-11-18,2024,4,11,November,47,Monday
149,2024-11-19,2024,4,11,November,47,Tuesday
150,2024-11-20,2024,4,11,November,47,Wednesday
151,2024-11-21,2024,4,11,November,47,Thursday
152,2024-11-22,2024,4,11,November,47,Friday
153,2024-11-23,2024,4,11,November,47,Saturday
154,2024-11-24,2024,4,11,November,47,Sunday
155,2024-11-25,2024,4,11,November,48,Monday
156,2024-11-26,2024,4,11,November,48,Tuesday
157,2024-11-27,2024,4,11,November,48,Wednesday
158,2024-11-28,2024,4,11,November,48,Thursday
159,2024-11-29,2024,4,11,November,48,Friday
160,2024-11-30,2024,4,11,November,48,Saturday
161,2024-12-01,2024,4,12,December,48,Sunday
162,2024-12-02,2024,4,12,December,49,Monday
163,2024-12-03,2024,4,12,December,49,Tuesday
164,2024-12-04,2024,4,12,December,49,Wednesday
165,2024-12-05,2024,4,12,December,49,Thursday
166,2024-12-06,2024,4,12,December,49,Friday
167,2024-12-07,2024,4,12,December,49,Saturday
168,2024-12-08,2024,4,12,December,49,Sunday
169,2024-12-09,2024,4,12,December,50,Monday
170,2024-12-10,2024,4,12,December,50,Tuesday
171,2024-12-11,2024,4,12,December,50,Wednesday
172,2024-12-12,2024,4,12,December,50,Thursday
173,2024-12-13,2024,4,12,December,50,Friday
174,2024-12-14,2024,4,12,December,50,Saturday
175,2024-12-15,2024,4,12,December,50,Sunday
176,2024-12-16,2024,4,12,December,51,Monday
177,2024-12-17,2024,4,12,December,51,Tuesday
178,2024-12-18,2024,4,12,December,51,Wednesday
179,2024-12-19,2024,4,12,December,51,Thursday
180,2024-12-20,2024,4,12,December,51,Friday
181,2024-12-21,2024,4,12,December,51,Saturday
182,2024-12-22,2024,4,12,December,51,Sunday
183,2024-12-23,2024,4,12,December,52,Monday
184,2024-12-24,2024,4,12,December,52,Tuesday
185,2024-12-25,2024,4,12,December,52,Wednesday
186,2024-12-26,2024,4,12,December,52,Thursday
187,2024-12-27,2024,4,12,December,52,Friday
188,2024-12-28,2024,4,12,December,52,Saturday
189,2024-12-29,2024,4,12,December,52,Sunday
190,2024-12-30,2024,4,12,December,1,Monday
191,2024-12-31,2024,4,12,December,1,Tuesday
192,2025-01-01,2025,1,1,January,1,Wednesday
193,2025-01-02,2025,1,1,January,1,Thursday
194,2025-01-03,2025,1,1,January,1,Friday
195,2025-01-04,2025,1,1,January,1,Saturday
196,2025-01-05,2025,1,1,January,1,Sunday
197,2025-01-06,2025,1,1,January,2,Monday
198,2025-01-07,2025,1,1,January,2,Tuesday
199,2025-01-08,2025,1,1,January,2,Wednesday
200,2025-01-09,2025,1,1,January,2,Thursday
201,2025-01-10,2025,1,1,January,2,Friday
202,2025-01-11,2025,1,1,January,2,Saturday
203,2025-01-12,2025,1,1,January,2,Sunday
204,2025-01-13,2025,1,1,January,3,Monday
205,2025-01-14,2025,1,1,January,3,Tuesday
206,2025-01-15,2025,1,1,January,3,Wednesday
207,2025-01-16,2025,1,1,January,3,Thursday
208,2025-01-17,2025,1,1,January,3,Friday
209,2025-01-18,2025,1,1,January,3,Saturday
210,2025-01-19,2025,1,1,January,3,Sunday
211,2025-01-20,2025,1,1,January,4,Monday
212,2025-01-21,2025,1,1,January,4,Tuesday
213,2025-01-22,2025,1,1,January,4,Wednesday
214,2025-01-23,2025,1,1,January,4,Thursday
215,2025-01-24,2025,1,1,January,4,Friday
216,2025-01-25,2025,1,1,January,4,Saturday
217,2025-01-26,2025,1,1,January,4,Sunday
218,2025-01-27,2025,1,1,January,5,Monday
219,2025-01-28,2025,1,1,January,5,Tuesday
220,2025-01-29,2025,1,1,January,5,Wednesday
221,2025-01-30,2025,1,1,January,5,Thursday
222,2025-01-31,2025,1,1,January,5,Friday
223,2025-02-01,2025,1,2,February,5,Saturday
224,2025-02-02,2025,1,2,February,5,Sunday
225,2025-02-03,2025,1,2,February,6,Monday
226,2025-02-04,2025,1,2,February,6,Tuesday
227,2025-02-05,2025,1,2,February,6,Wednesday
228,2025-02-06,2025,1,2,February,6,Thursday
229,2025-02-07,2025,1,2,February,6,Friday
230,2025-02-08,2025,1,2,February,6,Saturday
231,2025-02-09,2025,1,2,February,6,Sunday
232,2025-02-10,2025,1,2,February,7,Monday
233,2025-02-11,2025,1,2,February,7,Tuesday
234,2025-02-12,2025,1,2,February,7,Wednesday
235,2025-02-13,2025,1,2,February,7,Thursday
236,2025-02-14,2025,1,2,February,7,Friday
237,2025-02-15,2025,1,2,February,7,Saturday
238,2025-02-16,2025,1,2,February,7,Sunday
239,2025-02-17,2025,1,2,February,8,Monday
240,2025-02-18,2025,1,2,February,8,Tuesday
241,2025-02-19,2025,1,2,February,8,Wednesday
242,2025-02-20,2025,1,2,February,8,Thursday
243,2025-02-21,2025,1,2,February,8,Friday
244,2025-02-22,2025,1,2,February,8,Saturday
245,2025-02-23,2025,1,2,February,8,Sunday
246,2025-02-24,2025,1,2,February,9,Monday
247,2025-02-25,2025,1,2,February,9,Tuesday
248,2025-02-26,2025,1,2,February,9,Wednesday
249,2025-02-27,2025,1,2,February,9,Thursday
250,2025-02-28,2025,1,2,February,9,Friday
251,2025-03-01,2025,1,3,March,9,Saturday
252,2025-03-02,2025,1,3,March,9,Sunday
253,2025-03-03,2025,1,3,March,10,Monday
254,2025-03-04,2025,1,3,March,10,Tuesday
255,2025-03-05,2025,1,3,March,10,Wednesday
256,2025-03-06,2025,1,3,March,10,Thursday
257,2025-03-07,2025,1,3,March,10,Friday
258,2025-03-08,2025,1,3,March,10,Saturday
259,2025-03-09,2025,1,3,March,10,Sunday
260,2025-03-10,2025,1,3,March,11,Monday
261,2025-03-11,2025,1,3,March,11,Tuesday
262,2025-03-12,2025,1,3,March,11,Wednesday
263,2025-03-13,2025,1,3,March,11,Thursday
264,2025-03-14,2025,1,3,March,11,Friday
265,2025-03-15,2025,1,3,March,11,Saturday
266,2025-03-16,2025,1,3,March,11,Sunday
267,2025-03-17,2025,1,3,March,12,Monday
268,2025-03-18,2025,1,3,March,12,Tuesday
269,2025-03-19,2025,1,3,March,12,Wednesday
270,2025-03-20,2025,1,3,March,12,Thursday
271,2025-03-21,2025,1,3,March,12,Friday
272,2025-03-22,2025,1,3,March,12,Saturday
273,2025-03-23,2025,1,3,March,12,Sunday
274,2025-03-24,2025,1,3,March,13,Monday
275,2025-03-25,2025,1,3,March,13,Tuesday
276,2025-03-26,2025,1,3,March,13,Wednesday
277,2025-03-27,2025,1,3,March,13,Thursday
278,2025-03-28,2025,1,3,March,13,Friday
279,2025-03-29,2025,1,3,March,13,Saturday
280,2025-03-30,2025,1,3,March,13,Sunday
281,2025-03-31,2025,1,3,March,14,Monday
282,2025-04-01,2025,2,4,April,14,Tuesday
283,2025-04-02,2025,2,4,April,14,Wednesday
284,2025-04-03,2025,2,4,April,14,Thursday
285,2025-04-04,2025,2,4,April,14,Friday
286,2025-04-05,2025,2,4,April,14,Saturday
287,2025-04-06,2025,2,4,April,14,Sunday
288,2025-04-07,2025,2,4,April,15,Monday
289,2025-04-08,2025,2,4,April,15,Tuesday
290,2025-04-09,2025,2,4,April,15,Wednesday
291,2025-04-10,2025,2,4,April,15,Thursday
292,2025-04-11,2025,2,4,April,15,Friday
293,2025-04-12,2025,2,4,April,15,Saturday
294,2025-04-13,2025,2,4,April,15,Sunday
295,2025-04-14,2025,2,4,April,16,Monday
296,2025-04-15,2025,2,4,April,16,Tuesday
297,2025-04-16,2025,2,4,April,16,Wednesday
298,2025-04-17,2025,2,4,April,16,Thursday
299,2025-04-18,2025,2,4,April,16,Friday
300,2025-04-19,2025,2,4,April,16,Saturday
301,2025-04-20,2025,2,4,April,16,Sunday
302,2025-04-21,2025,2,4,April,17,Monday
303,2025-04-22,2025,2,4,April,17,Tuesday
304,2025-04-23,2025,2,4,April,17,Wednesday
305,2025-04-24,2025,2,4,April,17,Thursday
306,2025-04-25,2025,2,4,April,17,Friday
307,2025-04-26,2025,2,4,April,17,Saturday
308,2025-04-27,2025,2,4,April,17,Sunday
309,2025-04-28,2025,2,4,April,18,Monday
310,2025-04-29,2025,2,4,April,18,Tuesday
311,2025-04-30,2025,2,4,April,18,Wednesday
312,2025-05-01,2025,2,5,May,18,Thursday
313,2025-05-02,2025,2,5,May,18,Friday
314,2025-05-03,2025,2,5,May,18,Saturday
315,2025-05-04,2025,2,5,May,18,Sunday
316,2025-05-05,2025,2,5,May,19,Monday
317,2025-05-06,2025,2,5,May,19,Tuesday
318,2025-05-07,2025,2,5,May,19,Wednesday
319,2025-05-08,2025,2,5,May,19,Thursday
320,2025-05-09,2025,2,5,May,19,Friday
321,2025-05-10,2025,2,5,May,19,Saturday
322,2025-05-11,2025,2,5,May,19,Sunday
323,2025-05-12,2025,2,5,May,20,Monday
324,2025-05-13,2025,2,5,May,20,Tuesday
325,2025-05-14,2025,2,5,May,20,Wednesday
326,2025-05-15,2025,2,5,May,20,Thursday
327,2025-05-16,2025,2,5,May,20,Friday
328,2025-05-17,2025,2,5,May,20,Saturday
329,2025-05-18,2025,2,5,May,20,Sunday
330,2025-05-19,2025,2,5,May,21,Monday
331,2025-05-20,2025,2,5,May,21,Tuesday
332,2025-05-21,2025,2,5,May,21,Wednesday
333,2025-05-22,2025,2,5,May,21,Thursday
334,2025-05-23,2025,2,5,May,21,Friday
335,2025-05-24,2025,2,5,May,21,Saturday
336,2025-05-25,2025,2,5,May,21,Sunday
337,2025-05-26,2025,2,5,May,22,Monday
338,2025-05-27,2025,2,5,May,22,Tuesday
339,2025-05-28,2025,2,5,May,22,Wednesday
340,2025-05-29,2025,2,5,May,22,Thursday
341,2025-05-30,2025,2,5,May,22,Friday
342,2025-05-31,2025,2,5,May,22,Saturday
343,2025-06-01,2025,2,6,June,22,Sunday
344,2025-06-02,2025,2,6,June,23,Monday
345,2025-06-03,2025,2,6,June,23,Tuesday
346,2025-06-04,2025,2,6,June,23,Wednesday
347,2025-06-05,2025,2,6,June,23,Thursday
348,2025-06-06,2025,2,6,June,23,Friday
349,2025-06-07,2025,2,6,June,23,Saturday
350,2025-06-08,2025,2,6,June,23,Sunday
351,2025-06-09,2025,2,6,June,24,Monday
352,2025-06-10,2025,2,6,June,24,Tuesday
353,2025-06-11,2025,2,6,June,24,Wednesday
354,2025-06-12,2025,2,6,June,24,Thursday
355,2025-06-13,2025,2,6,June,24,Friday
356,2025-06-14,2025,2,6,June,24,Saturday
357,2025-06-15,2025,2,6,June,24,Sunday
358,2025-06-16,2025,2,6,June,25,Monday
359,2025-06-17,2025,2,6,June,25,Tuesday
360,2025-06-18,2025,2,6,June,25,Wednesday
361,2025-06-19,2025,2,6,June,25,Thursday
362,2025-06-20,2025,2,6,June,25,Friday
363,2025-06-21,2025,2,6,June,25,Saturday
364,2025-06-22,2025,2,6,June,25,Sunday
365,2025-06-23,2025,2,6,June,26,Monday
366,2025-06-24,2025,2,6,June,26,Tuesday
