idTiempo,Fecha,Anio,Trimestre,Mes,Nombre_Mes,Dia_Semana
20240826,2024-08-26,2024,3,8,August,Monday
20240827,2024-08-27,2024,3,8,August,Tuesday
20240828,2024-08-28,2024,3,8,August,Wednesday
20240829,2024-08-29,2024,3,8,August,Thursday
20240830,2024-08-30,2024,3,8,August,Friday
20240831,2024-08-31,2024,3,8,August,Saturday
20240901,2024-09-01,2024,3,9,September,Sunday
20240902,2024-09-02,2024,3,9,September,Monday
20240903,2024-09-03,2024,3,9,September,Tuesday
20240904,2024-09-04,2024,3,9,September,Wednesday
20240905,2024-09-05,2024,3,9,September,Thursday
20240906,2024-09-06,2024,3,9,September,Friday
20240907,2024-09-07,2024,3,9,September,Saturday
20240908,2024-09-08,2024,3,9,September,Sunday
20240909,2024-09-09,2024,3,9,September,Monday
20240910,2024-09-10,2024,3,9,September,Tuesday
20240911,2024-09-11,2024,3,9,September,Wednesday
20240912,2024-09-12,2024,3,9,September,Thursday
20240913,2024-09-13,2024,3,9,September,Friday
20240914,2024-09-14,2024,3,9,September,Saturday
20240915,2024-09-15,2024,3,9,September,Sunday
20240916,2024-09-16,2024,3,9,September,Monday
20240917,2024-09-17,2024,3,9,September,Tuesday
20240918,2024-09-18,2024,3,9,September,Wednesday
20240919,2024-09-19,2024,3,9,September,Thursday
20240920,2024-09-20,2024,3,9,September,Friday
20240921,2024-09-21,2024,3,9,September,Saturday
20240922,2024-09-22,2024,3,9,September,Sunday
20240923,2024-09-23,2024,3,9,September,Monday
20240924,2024-09-24,2024,3,9,September,Tuesday
20240925,2024-09-25,2024,3,9,September,Wednesday
20240926,2024-09-26,2024,3,9,September,Thursday
20240927,2024-09-27,2024,3,9,September,Friday
20240928,2024-09-28,2024,3,9,September,Saturday
20240929,2024-09-29,2024,3,9,September,Sunday
20240930,2024-09-30,2024,3,9,September,Monday
20241001,2024-10-01,2024,4,10,October,Tuesday
20241002,2024-10-02,2024,4,10,October,Wednesday
20241003,2024-10-03,2024,4,10,October,Thursday
20241004,2024-10-04,2024,4,10,October,Friday
20241005,2024-10-05,2024,4,10,October,Saturday
20241006,2024-10-06,2024,4,10,October,Sunday
20241007,2024-10-07,2024,4,10,October,Monday
20241008,2024-10-08,2024,4,10,October,Tuesday
20241009,2024-10-09,2024,4,10,October,Wednesday
20241010,2024-10-10,2024,4,10,October,Thursday
20241011,2024-10-11,2024,4,10,October,Friday
20241012,2024-10-12,2024,4,10,October,Saturday
20241013,2024-10-13,2024,4,10,October,Sunday
20241014,2024-10-14,2024,4,10,October,Monday
20241015,2024-10-15,2024,4,10,October,Tuesday
20241016,2024-10-16,2024,4,10,October,Wednesday
20241017,2024-10-17,2024,4,10,October,Thursday
20241018,2024-10-18,2024,4,10,October,Friday
20241019,2024-10-19,2024,4,10,October,Saturday
20241020,2024-10-20,2024,4,10,October,Sunday
20241021,2024-10-21,2024,4,10,October,Monday
20241022,2024-10-22,2024,4,10,October,Tuesday
20241023,2024-10-23,2024,4,10,October,Wednesday
20241024,2024-10-24,2024,4,10,October,Thursday
20241025,2024-10-25,2024,4,10,October,Friday
20241026,2024-10-26,2024,4,10,October,Saturday
20241027,2024-10-27,2024,4,10,October,Sunday
20241028,2024-10-28,2024,4,10,October,Monday
20241029,2024-10-29,2024,4,10,October,Tuesday
20241030,2024-10-30,2024,4,10,October,Wednesday
20241031,2024-10-31,2024,4,10,October,Thursday
20241101,2024-11-01,2024,4,11,November,Friday
20241102,2024-11-02,2024,4,11,November,Saturday
20241103,2024-11-03,2024,4,11,November,Sunday
20241104,2024-11-04,2024,4,11,November,Monday
20241105,2024-11-05,2024,4,11,November,Tuesday
20241106,2024-11-06,2024,4,11,November,Wednesday
20241107,2024-11-07,2024,4,11,November,Thursday
20241108,2024-11-08,2024,4,11,November,Friday
20241109,2024-11-09,2024,4,11,November,Saturday
20241110,2024-11-10,2024,4,11,November,Sunday
20241111,2024-11-11,2024,4,11,November,Monday
20241112,2024-11-12,2024,4,11,November,Tuesday
20241113,2024-11-13,2024,4,11,November,Wednesday
20241114,2024-11-14,2024,4,11,November,Thursday
20241115,2024-11-15,2024,4,11,November,Friday
20241116,2024-11-16,2024,4,11,November,Saturday
20241117,2024-11-17,2024,4,11,November,Sunday
20241118,2024-11-18,2024,4,11,November,Monday
20241119,2024-11-19,2024,4,11,November,Tuesday
20241120,2024-11-20,2024,4,11,November,Wednesday
20241121,2024-11-21,2024,4,11,November,Thursday
20241122,2024-11-22,2024,4,11,November,Friday
20241123,2024-11-23,2024,4,11,November,Saturday
20241124,2024-11-24,2024,4,11,November,Sunday
20241125,2024-11-25,2024,4,11,November,Monday
20241126,2024-11-26,2024,4,11,November,Tuesday
20241127,2024-11-27,2024,4,11,November,Wednesday
20241128,2024-11-28,2024,4,11,November,Thursday
20241129,2024-11-29,2024,4,11,November,Friday
20241130,2024-11-30,2024,4,11,November,Saturday
20241201,2024-12-01,2024,4,12,December,Sunday
20241202,2024-12-02,2024,4,12,December,Monday
20241203,2024-12-03,2024,4,12,December,Tuesday
20241204,2024-12-04,2024,4,12,December,Wednesday
20241205,2024-12-05,2024,4,12,December,Thursday
20241206,2024-12-06,2024,4,12,December,Friday
20241207,2024-12-07,2024,4,12,December,Saturday
20241208,2024-12-08,2024,4,12,December,Sunday
20241209,2024-12-09,2024,4,12,December,Monday
20241210,2024-12-10,2024,4,12,December,Tuesday
20241211,2024-12-11,2024,4,12,December,Wednesday
20241212,2024-12-12,2024,4,12,December,Thursday
20241213,2024-12-13,2024,4,12,December,Friday
20241214,2024-12-14,2024,4,12,December,Saturday
20241215,2024-12-15,2024,4,12,December,Sunday
20241216,2024-12-16,2024,4,12,December,Monday
20241217,2024-12-17,2024,4,12,December,Tuesday
20241218,2024-12-18,2024,4,12,December,Wednesday
20241219,2024-12-19,2024,4,12,December,Thursday
20241220,2024-12-20,2024,4,12,December,Friday
20241221,2024-12-21,2024,4,12,December,Saturday
20241222,2024-12-22,2024,4,12,December,Sunday
20241223,2024-12-23,2024,4,12,December,Monday
20241224,2024-12-24,2024,4,12,December,Tuesday
20241225,2024-12-25,2024,4,12,December,Wednesday
20241226,2024-12-26,2024,4,12,December,Thursday
20241227,2024-12-27,2024,4,12,December,Friday
20241228,2024-12-28,2024,4,12,December,Saturday
20241229,2024-12-29,2024,4,12,December,Sunday
20241230,2024-12-30,2024,4,12,December,Monday
20241231,2024-12-31,2024,4,12,December,Tuesday
20250101,2025-01-01,2025,1,1,January,Wednesday
20250102,2025-01-02,2025,1,1,January,Thursday
20250103,2025-01-03,2025,1,1,January,Friday
20250104,2025-01-04,2025,1,1,January,Saturday
20250105,2025-01-05,2025,1,1,January,Sunday
20250106,2025-01-06,2025,1,1,January,Monday
20250107,2025-01-07,2025,1,1,January,Tuesday
20250108,2025-01-08,2025,1,1,January,Wednesday
20250109,2025-01-09,2025,1,1,January,Thursday
20250110,2025-01-10,2025,1,1,January,Friday
20250111,2025-01-11,2025,1,1,January,Saturday
20250112,2025-01-12,2025,1,1,January,Sunday
20250113,2025-01-13,2025,1,1,January,Monday
20250114,2025-01-14,2025,1,1,January,Tuesday
20250115,2025-01-15,2025,1,1,January,Wednesday
20250116,2025-01-16,2025,1,1,January,Thursday
20250117,2025-01-17,2025,1,1,January,Friday
20250118,2025-01-18,2025,1,1,January,Saturday
20250119,2025-01-19,2025,1,1,January,Sunday
20250120,2025-01-20,2025,1,1,January,Monday
20250121,2025-01-21,2025,1,1,January,Tuesday
20250122,2025-01-22,2025,1,1,January,Wednesday
20250123,2025-01-23,2025,1,1,January,Thursday
20250124,2025-01-24,2025,1,1,January,Friday
20250125,2025-01-25,2025,1,1,January,Saturday
20250126,2025-01-26,2025,1,1,January,Sunday
20250127,2025-01-27,2025,1,1,January,Monday
20250128,2025-01-28,2025,1,1,January,Tuesday
20250129,2025-01-29,2025,1,1,January,Wednesday
20250130,2025-01-30,2025,1,1,January,Thursday
20250131,2025-01-31,2025,1,1,January,Friday
20250201,2025-02-01,2025,1,2,February,Saturday
20250202,2025-02-02,2025,1,2,February,Sunday
20250203,2025-02-03,2025,1,2,February,Monday
20250204,2025-02-04,2025,1,2,February,Tuesday
20250205,2025-02-05,2025,1,2,February,Wednesday
20250206,2025-02-06,2025,1,2,February,Thursday
20250207,2025-02-07,2025,1,2,February,Friday
20250208,2025-02-08,2025,1,2,February,Saturday
20250209,2025-02-09,2025,1,2,February,Sunday
20250210,2025-02-10,2025,1,2,February,Monday
20250211,2025-02-11,2025,1,2,February,Tuesday
20250212,2025-02-12,2025,1,2,February,Wednesday
20250213,2025-02-13,2025,1,2,February,Thursday
20250214,2025-02-14,2025,1,2,February,Friday
20250215,2025-02-15,2025,1,2,February,Saturday
20250216,2025-02-16,2025,1,2,February,Sunday
20250217,2025-02-17,2025,1,2,February,Monday
20250218,2025-02-18,2025,1,2,February,Tuesday
20250219,2025-02-19,2025,1,2,February,Wednesday
20250220,2025-02-20,2025,1,2,February,Thursday
20250221,2025-02-21,2025,1,2,February,Friday
20250222,2025-02-22,2025,1,2,February,Saturday
20250223,2025-02-23,2025,1,2,February,Sunday
20250224,2025-02-24,2025,1,2,February,Monday
20250225,2025-02-25,2025,1,2,February,Tuesday
20250226,2025-02-26,2025,1,2,February,Wednesday
20250227,2025-02-27,2025,1,2,February,Thursday
20250228,2025-02-28,2025,1,2,February,Friday
20250301,2025-03-01,2025,1,3,March,Saturday
20250302,2025-03-02,2025,1,3,March,Sunday
20250303,2025-03-03,2025,1,3,March,Monday
20250304,2025-03-04,2025,1,3,March,Tuesday
20250305,2025-03-05,2025,1,3,March,Wednesday
20250306,2025-03-06,2025,1,3,March,Thursday
20250307,2025-03-07,2025,1,3,March,Friday
20250308,2025-03-08,2025,1,3,March,Saturday
20250309,2025-03-09,2025,1,3,March,Sunday
20250310,2025-03-10,2025,1,3,March,Monday
20250311,2025-03-11,2025,1,3,March,Tuesday
20250312,2025-03-12,2025,1,3,March,Wednesday
20250313,2025-03-13,2025,1,3,March,Thursday
20250314,2025-03-14,2025,1,3,March,Friday
20250315,2025-03-15,2025,1,3,March,Saturday
20250316,2025-03-16,2025,1,3,March,Sunday
20250317,2025-03-17,2025,1,3,March,Monday
20250318,2025-03-18,2025,1,3,March,Tuesday
20250319,2025-03-19,2025,1,3,March,Wednesday
20250320,2025-03-20,2025,1,3,March,Thursday
20250321,2025-03-21,2025,1,3,March,Friday
20250322,2025-03-22,2025,1,3,March,Saturday
20250323,2025-03-23,2025,1,3,March,Sunday
20250324,2025-03-24,2025,1,3,March,Monday
20250325,2025-03-25,2025,1,3,March,Tuesday
20250326,2025-03-26,2025,1,3,March,Wednesday
20250327,2025-03-27,2025,1,3,March,Thursday
20250328,2025-03-28,2025,1,3,March,Friday
20250329,2025-03-29,2025,1,3,March,Saturday
20250330,2025-03-30,2025,1,3,March,Sunday
20250331,2025-03-31,2025,1,3,March,Monday
20250401,2025-04-01,2025,2,4,April,Tuesday
20250402,2025-04-02,2025,2,4,April,Wednesday
20250403,2025-04-03,2025,2,4,April,Thursday
20250404,2025-04-04,2025,2,4,April,Friday
20250405,2025-04-05,2025,2,4,April,Saturday
20250406,2025-04-06,2025,2,4,April,Sunday
20250407,2025-04-07,2025,2,4,April,Monday
20250408,2025-04-08,2025,2,4,April,Tuesday
20250409,2025-04-09,2025,2,4,April,Wednesday
20250410,2025-04-10,2025,2,4,April,Thursday
20250411,2025-04-11,2025,2,4,April,Friday
20250412,2025-04-12,2025,2,4,April,Saturday
20250413,2025-04-13,2025,2,4,April,Sunday
20250414,2025-04-14,2025,2,4,April,Monday
20250415,2025-04-15,2025,2,4,April,Tuesday
20250416,2025-04-16,2025,2,4,April,Wednesday
20250417,2025-04-17,2025,2,4,April,Thursday
20250418,2025-04-18,2025,2,4,April,Friday
20250419,2025-04-19,2025,2,4,April,Saturday
20250420,2025-04-20,2025,2,4,April,Sunday
20250421,2025-04-21,2025,2,4,April,Monday
20250422,2025-04-22,2025,2,4,April,Tuesday
20250423,2025-04-23,2025,2,4,April,Wednesday
20250424,2025-04-24,2025,2,4,April,Thursday
20250425,2025-04-25,2025,2,4,April,Friday
20250426,2025-04-26,2025,2,4,April,Saturday
20250427,2025-04-27,2025,2,4,April,Sunday
20250428,2025-04-28,2025,2,4,April,Monday
20250429,2025-04-29,2025,2,4,April,Tuesday
20250430,2025-04-30,2025,2,4,April,Wednesday
20250501,2025-05-01,2025,2,5,May,Thursday
20250502,2025-05-02,2025,2,5,May,Friday
20250503,2025-05-03,2025,2,5,May,Saturday
20250504,2025-05-04,2025,2,5,May,Sunday
20250505,2025-05-05,2025,2,5,May,Monday
20250506,2025-05-06,2025,2,5,May,Tuesday
20250507,2025-05-07,2025,2,5,May,Wednesday
20250508,2025-05-08,2025,2,5,May,Thursday
20250509,2025-05-09,2025,2,5,May,Friday
20250510,2025-05-10,2025,2,5,May,Saturday
20250511,2025-05-11,2025,2,5,May,Sunday
20250512,2025-05-12,2025,2,5,May,Monday
20250513,2025-05-13,2025,2,5,May,Tuesday
20250514,2025-05-14,2025,2,5,May,Wednesday
20250515,2025-05-15,2025,2,5,May,Thursday
20250516,2025-05-16,2025,2,5,May,Friday
20250517,2025-05-17,2025,2,5,May,Saturday
20250518,2025-05-18,2025,2,5,May,Sunday
20250519,2025-05-19,2025,2,5,May,Monday
20250520,2025-05-20,2025,2,5,May,Tuesday
20250521,2025-05-21,2025,2,5,May,Wednesday
20250522,2025-05-22,2025,2,5,May,Thursday
20250523,2025-05-23,2025,2,5,May,Friday
20250524,2025-05-24,2025,2,5,May,Saturday
20250525,2025-05-25,2025,2,5,May,Sunday
20250526,2025-05-26,2025,2,5,May,Monday
20250527,2025-05-27,2025,2,5,May,Tuesday
20250528,2025-05-28,2025,2,5,May,Wednesday
20250529,2025-05-29,2025,2,5,May,Thursday
20250530,2025-05-30,2025,2,5,May,Friday
20250531,2025-05-31,2025,2,5,May,Saturday
20250601,2025-06-01,2025,2,6,June,Sunday
20250602,2025-06-02,2025,2,6,June,Monday
20250603,2025-06-03,2025,2,6,June,Tuesday
20250604,2025-06-04,2025,2,6,June,Wednesday
20250605,2025-06-05,2025,2,6,June,Thursday
20250606,2025-06-06,2025,2,6,June,Friday
20250607,2025-06-07,2025,2,6,June,Saturday
20250608,2025-06-08,2025,2,6,June,Sunday
20250609,2025-06-09,2025,2,6,June,Monday
20250610,2025-06-10,2025,2,6,June,Tuesday
20250611,2025-06-11,2025,2,6,June,Wednesday
20250612,2025-06-12,2025,2,6,June,Thursday
20250613,2025-06-13,2025,2,6,June,Friday
20250614,2025-06-14,2025,2,6,June,Saturday
20250615,2025-06-15,2025,2,6,June,Sunday
20250616,2025-06-16,2025,2,6,June,Monday
20250617,2025-06-17,2025,2,6,June,Tuesday
20250618,2025-06-18,2025,2,6,June,Wednesday
20250619,2025-06-19,2025,2,6,June,Thursday
20250620,2025-06-20,2025,2,6,June,Friday
20250621,2025-06-21,2025,2,6,June,Saturday
20250622,2025-06-22,2025,2,6,June,Sunday
20250623,2025-06-23,2025,2,6,June,Monday
20250624,2025-06-24,2025,2,6,June,Tuesday
