idGeografia,idEstudiante,idTiempo,Huella_Hidrica,Total_Prompts,Duracion_Total_Sesiones,Numero_Sesiones
1,9,20241117,4.0,8,38.28,1
1,9,20241226,3.5,7,20.51,1
1,9,20250124,2.5,5,14.88,1
1,9,20250212,1.0,2,13.4,1
1,9,20250215,6.0,12,30.83,1
1,9,20250319,3.0,6,24.64,1
1,9,20250406,0.5,1,3.49,1
1,9,20250415,8.5,17,84.96,1
1,9,20250508,5.5,11,42.56,1
1,9,20250621,0.5,1,4.46,1
1,10,20240702,3.5,7,35.09,1
1,10,20240805,0.5,1,8.3,1
1,10,20240821,3.0,6,17.2,1
1,10,20241008,4.0,8,36.03,1
1,10,20241113,0.5,1,4.49,1
1,10,20241119,3.0,6,21.2,1
1,10,20250112,0.5,1,7.35,1
1,10,20250203,2.0,4,12.29,1
1,10,20250602,10.0,20,59.33,2
1,11,20240625,1.5,3,14.78,1
1,11,20240708,0.5,1,9.0,1
1,11,20240710,2.0,4,21.34,1
1,11,20241122,2.5,5,22.59,1
1,11,20241208,3.0,6,17.78,1
1,11,20241220,0.5,1,7.17,1
1,11,20241223,2.5,5,20.2,1
1,11,20241226,1.5,3,12.25,1
1,11,20250210,4.5,9,36.64,1
1,11,20250212,0.5,1,1.18,1
1,11,20250313,8.5,17,58.32,2
1,11,20250322,1.0,2,9.95,1
1,11,20250401,2.5,5,19.02,1
1,11,20250410,6.5,13,54.74,1
1,11,20250413,5.0,10,51.02,1
1,11,20250530,1.5,3,6.98,1
1,12,20240716,4.0,8,27.02,1
1,12,20240923,7.0,14,53.28,1
1,12,20241007,5.0,10,29.33,1
1,12,20241017,3.0,6,14.12,1
1,12,20241027,1.0,2,11.11,1
1,12,20241213,2.0,4,13.58,1
1,12,20241218,3.0,6,19.54,1
1,12,20241222,0.5,1,1.26,1
1,12,20250311,5.0,10,50.16,1
1,12,20250401,3.0,6,28.19,1
1,12,20250524,12.5,25,86.6,1
1,13,20240629,0.5,1,4.44,1
1,13,20241130,0.5,1,8.76,1
1,13,20250105,2.0,4,18.45,1
1,13,20250116,5.0,10,41.91,1
1,13,20250119,6.5,13,46.26,1
1,13,20250123,6.0,12,32.01,1
1,13,20250306,1.0,2,11.5,1
1,13,20250319,5.5,11,28.17,1
1,13,20250323,3.5,7,33.33,1
1,13,20250324,1.0,2,13.14,1
1,13,20250414,7.5,15,44.1,1
1,13,20250505,1.0,2,7.57,1
1,13,20250511,0.5,1,2.38,1
1,13,20250513,3.0,6,30.97,1
1,13,20250517,2.5,5,13.45,1
1,14,20240701,2.0,4,18.43,1
1,14,20240705,5.0,10,25.83,1
1,14,20240907,2.5,5,17.34,1
1,14,20241215,0.5,1,3.59,1
1,14,20250118,1.5,3,10.4,1
1,14,20250201,3.5,7,24.32,1
1,14,20250218,4.0,8,18.28,1
1,14,20250222,4.5,9,22.26,1
1,14,20250226,1.0,2,8.5,1
1,14,20250309,0.5,1,4.78,1
1,14,20250320,7.0,14,42.66,1
1,14,20250401,3.5,7,35.23,1
1,14,20250526,9.5,19,62.5,1
1,15,20240702,6.5,13,38.15,1
1,15,20240705,3.0,6,23.14,1
1,15,20240729,2.0,4,15.77,1
1,15,20240730,0.5,1,3.57,1
1,15,20240731,2.5,5,23.22,1
1,15,20240803,4.5,9,37.82,1
1,15,20240807,1.5,3,12.72,1
1,15,20240810,1.0,2,7.62,1
1,15,20240813,0.5,1,6.63,1
1,15,20240815,2.5,5,19.17,2
1,15,20240816,4.0,8,35.17,1
1,15,20240823,0.5,1,4.24,1
1,15,20240826,6.0,12,38.23,1
1,15,20240829,0.5,1,5.41,1
1,15,20240911,3.5,7,36.14,1
1,15,20240916,0.5,1,4.58,1
1,15,20240918,0.5,1,7.27,1
1,15,20241015,2.5,5,14.8,1
1,15,20241030,5.5,11,50.12,1
1,15,20241111,0.5,1,3.04,1
1,15,20241115,2.0,4,21.02,1
1,15,20241124,1.0,2,10.7,1
1,15,20241125,0.5,1,7.58,1
1,15,20241206,12.0,24,69.44,2
1,15,20241217,1.0,2,11.85,1
1,15,20241222,0.5,1,1.86,1
1,15,20250114,1.5,3,17.48,1
1,15,20250115,1.5,3,14.28,1
1,15,20250119,0.5,1,3.26,1
1,15,20250206,6.5,13,60.41,1
1,15,20250208,6.0,12,33.35,1
1,15,20250218,2.0,4,21.94,1
1,15,20250221,9.5,19,70.22,3
1,15,20250222,0.5,1,5.41,1
1,15,20250301,5.0,10,28.48,2
1,15,20250307,5.0,10,37.37,1
1,15,20250312,2.5,5,22.32,1
1,15,20250328,19.5,39,110.81,1
1,15,20250329,7.5,15,61.36,1
1,15,20250330,0.5,1,4.84,1
1,15,20250401,0.5,1,6.62,1
1,15,20250404,0.5,1,2.27,1
1,15,20250513,3.0,6,26.78,1
1,15,20250525,0.5,1,9.01,1
1,15,20250603,6.0,12,55.91,1
1,15,20250606,2.5,5,17.16,1
1,15,20250621,1.0,2,5.41,1
1,16,20240625,8.5,17,47.16,1
1,16,20240708,3.5,7,20.49,1
1,16,20240730,7.0,14,63.2,1
1,16,20240731,3.0,6,19.94,1
1,16,20240803,1.0,2,9.68,1
1,16,20240819,3.0,6,18.49,1
1,16,20240820,3.0,6,15.62,1
1,16,20240901,4.5,9,26.13,1
1,16,20240909,2.5,5,12.5,1
1,16,20240920,2.0,4,16.66,1
1,16,20241008,1.0,2,12.1,1
1,16,20241012,2.5,5,16.94,1
1,16,20241013,5.0,10,43.71,1
1,16,20241021,2.5,5,18.98,1
1,16,20241027,3.5,7,30.88,1
1,16,20241108,4.0,8,25.26,1
1,16,20241110,9.0,18,45.58,2
1,16,20241114,11.5,23,47.62,1
1,16,20241116,1.0,2,11.04,1
1,16,20241208,4.0,8,30.26,1
1,16,20241215,4.0,8,22.73,1
1,16,20250103,1.5,3,12.75,1
1,16,20250109,2.0,4,15.95,1
1,16,20250207,3.5,7,23.54,1
1,16,20250213,0.5,1,4.59,1
1,16,20250215,1.0,2,11.23,1
1,16,20250223,3.0,6,25.64,1
1,16,20250226,1.5,3,12.42,1
1,16,20250306,6.5,13,63.25,1
1,16,20250317,5.0,10,38.68,1
1,16,20250418,4.0,8,34.41,1
1,16,20250427,1.0,2,6.46,1
1,16,20250429,1.0,2,5.67,1
1,16,20250511,1.5,3,15.16,1
1,16,20250514,4.0,8,28.19,1
1,16,20250604,4.0,8,34.83,1
1,16,20250606,2.0,4,15.34,1
1,16,20250607,5.0,10,24.54,1
1,16,20250622,1.0,2,13.47,1
1,17,20240706,1.0,2,8.4,1
1,17,20240711,1.5,3,11.25,1
1,17,20240714,0.5,1,7.64,1
1,17,20240730,3.5,7,35.24,1
1,17,20240804,1.0,2,10.15,1
1,17,20240821,0.5,1,7.62,1
1,17,20240901,1.0,2,10.49,1
1,17,20240905,1.0,2,9.6,1
1,17,20240909,3.0,6,15.44,1
1,17,20240918,3.0,6,28.96,1
1,17,20240919,0.5,1,5.13,1
1,17,20240926,3.5,7,18.0,2
1,17,20240928,0.5,1,6.3,1
1,17,20241001,6.5,13,34.47,2
1,17,20241016,4.0,8,17.19,1
1,17,20241017,3.5,7,22.31,1
1,17,20241018,2.5,5,13.28,1
1,17,20241104,1.5,3,14.92,1
1,17,20241120,2.0,4,15.57,1
1,17,20241123,5.0,10,28.01,1
1,17,20250104,1.0,2,4.96,1
1,17,20250111,4.5,9,23.28,1
1,17,20250208,5.5,11,42.03,1
1,17,20250213,8.0,16,46.83,1
1,17,20250214,2.5,5,24.93,1
1,17,20250223,5.0,10,33.03,1
1,17,20250306,5.0,10,26.47,1
1,17,20250311,2.0,4,22.45,1
1,17,20250312,3.0,6,14.13,1
1,17,20250314,1.0,2,9.43,1
1,17,20250317,2.0,4,19.63,1
1,17,20250324,1.0,2,10.41,1
1,17,20250418,0.5,1,1.98,1
1,17,20250421,2.0,4,19.44,1
1,17,20250422,0.5,1,6.2,1
1,17,20250505,3.5,7,28.1,1
1,17,20250508,0.5,1,5.87,1
1,17,20250525,1.0,2,8.04,1
1,17,20250527,3.0,6,14.03,1
1,17,20250606,0.5,1,8.65,1
1,17,20250612,1.0,2,10.53,1
1,17,20250613,2.0,4,18.07,1
1,17,20250624,0.5,1,6.32,1
1,18,20240624,2.0,4,18.15,1
1,18,20240628,14.5,29,97.47,2
1,18,20240704,3.5,7,17.66,1
1,18,20240705,1.0,2,9.62,1
1,18,20240706,5.0,10,22.03,1
1,18,20240722,1.5,3,6.39,1
1,18,20240801,6.0,12,36.95,1
1,18,20240824,6.0,12,40.55,1
1,18,20240908,0.5,1,0.53,1
1,18,20240910,2.5,5,17.4,1
1,18,20240915,0.5,1,5.53,1
1,18,20240925,2.5,5,24.75,1
1,18,20240928,2.5,5,26.63,1
1,18,20241013,1.0,2,8.29,1
1,18,20241021,6.5,13,48.75,1
1,18,20241031,6.0,12,30.86,1
1,18,20241102,2.0,4,20.14,1
1,18,20241118,1.0,2,8.51,1
1,18,20241119,2.5,5,19.61,1
1,18,20241205,0.5,1,0.86,1
1,18,20241230,3.0,6,18.93,1
1,18,20241231,0.5,1,3.67,1
1,18,20250116,2.0,4,11.37,1
1,18,20250121,5.0,10,25.18,1
1,18,20250122,0.5,1,3.49,1
1,18,20250124,4.0,8,22.81,1
1,18,20250126,2.0,4,18.14,1
1,18,20250219,7.0,14,43.53,1
1,18,20250220,0.5,1,3.1,1
1,18,20250226,3.5,7,27.26,1
1,18,20250307,4.0,8,38.52,1
1,18,20250314,2.0,4,12.24,1
1,18,20250422,3.0,6,21.74,1
1,18,20250425,3.5,7,31.0,1
1,18,20250429,1.0,2,9.62,1
1,18,20250514,2.0,4,20.99,1
1,18,20250521,3.0,6,22.9,1
1,18,20250527,1.5,3,8.86,1
1,18,20250604,2.5,5,15.7,1
1,18,20250616,1.0,2,11.44,1
1,18,20250618,6.0,12,25.16,1
1,19,20240705,1.0,2,7.83,1
1,19,20240706,0.5,1,3.23,1
1,19,20240724,1.0,2,5.15,1
1,19,20240806,2.5,5,26.09,1
1,19,20240809,1.5,3,12.59,1
1,19,20240812,6.0,12,42.82,1
1,19,20240813,3.5,7,15.48,1
1,19,20240821,5.5,11,42.48,1
1,19,20240823,1.5,3,9.93,1
1,19,20240825,4.0,8,29.96,1
1,19,20240826,2.0,4,9.07,1
1,19,20240829,2.5,5,20.1,1
1,19,20240830,5.5,11,47.82,2
1,19,20240902,1.5,3,9.98,1
1,19,20240908,2.5,5,16.94,1
1,19,20240928,4.5,9,23.36,1
1,19,20241003,3.5,7,21.37,1
1,19,20241015,3.0,6,15.43,1
1,19,20241022,2.0,4,17.74,1
1,19,20241026,0.5,1,4.72,1
1,19,20241112,1.5,3,10.96,1
1,19,20241121,1.0,2,10.31,1
1,19,20241125,5.0,10,34.91,1
1,19,20241127,5.0,10,25.41,1
1,19,20241212,3.5,7,14.99,1
1,19,20241214,4.5,9,30.35,2
1,19,20241221,0.5,1,2.82,1
1,19,20241224,1.5,3,16.31,1
1,19,20250102,1.0,2,6.4,1
1,19,20250108,2.0,4,10.28,1
1,19,20250119,4.5,9,22.3,1
1,19,20250130,5.0,10,31.93,1
1,19,20250131,5.5,11,39.85,1
1,19,20250201,0.5,1,5.98,1
1,19,20250211,3.0,6,14.86,1
1,19,20250217,4.0,8,19.75,1
1,19,20250223,5.5,11,27.55,1
1,19,20250322,0.5,1,6.83,1
1,19,20250330,4.5,9,20.05,1
1,19,20250414,2.5,5,22.63,1
1,19,20250425,4.5,9,39.61,1
1,19,20250427,2.0,4,18.34,1
1,19,20250510,2.0,4,21.3,1
1,19,20250511,1.5,3,16.1,1
1,19,20250514,5.0,10,30.45,1
1,19,20250515,2.0,4,13.39,1
1,19,20250517,0.5,1,3.42,1
1,19,20250605,1.5,3,11.15,1
1,19,20250623,2.0,4,15.27,1
1,20,20240624,0.5,1,7.44,1
1,20,20240707,0.5,1,4.63,1
1,20,20240716,0.5,1,2.27,1
1,20,20240717,2.0,4,12.54,1
1,20,20240725,4.0,8,28.29,1
1,20,20240814,4.0,8,24.45,1
1,20,20240830,4.5,9,39.54,2
1,20,20240917,6.0,12,38.45,1
1,20,20241001,5.5,11,24.33,1
1,20,20241008,0.5,1,3.93,1
1,20,20241019,2.5,5,15.58,1
1,20,20241114,1.0,2,9.97,1
1,20,20241125,1.5,3,12.93,1
1,20,20241126,2.0,4,19.49,1
1,20,20241201,1.0,2,10.9,1
1,20,20241210,2.5,5,11.94,1
1,20,20241212,7.0,14,48.55,1
1,20,20241215,2.5,5,19.14,1
1,20,20241216,1.5,3,16.06,1
1,20,20241224,2.0,4,19.54,1
1,20,20241225,2.0,4,16.48,1
1,20,20241227,6.0,12,40.96,1
1,20,20250109,0.5,1,7.44,1
1,20,20250112,3.0,6,22.48,2
1,20,20250116,0.5,1,4.51,1
1,20,20250129,0.5,1,6.53,1
1,20,20250206,0.5,1,6.06,1
1,20,20250207,11.0,22,83.25,1
1,20,20250214,4.5,9,30.7,1
1,20,20250225,2.5,5,12.28,1
1,20,20250228,3.0,6,28.08,1
1,20,20250320,4.0,8,39.72,1
1,20,20250321,1.5,3,9.22,1
1,20,20250325,2.0,4,8.92,1
1,20,20250421,2.5,5,17.93,1
1,20,20250422,2.5,5,20.64,1
1,20,20250423,1.5,3,6.87,1
1,20,20250424,8.5,17,37.63,1
1,20,20250503,1.0,2,13.61,1
1,20,20250507,3.0,6,15.71,1
1,20,20250513,1.0,2,12.19,1
1,20,20250522,1.0,2,9.17,1
1,20,20250605,1.5,3,17.73,1
1,20,20250608,5.5,11,47.35,2
1,20,20250610,4.5,9,28.54,2
1,20,20250615,3.0,6,30.28,1
1,21,20240628,4.5,9,35.02,1
1,21,20240716,1.0,2,7.48,1
1,21,20240717,5.5,11,29.17,1
1,21,20240723,4.5,9,42.94,1
1,21,20240727,3.0,6,17.65,1
1,21,20240806,0.5,1,4.92,1
1,21,20240829,0.5,1,1.2,1
1,21,20240910,1.0,2,10.73,1
1,21,20240916,0.5,1,4.1,1
1,21,20241003,5.5,11,53.76,2
1,21,20241110,11.0,22,48.43,1
1,21,20241128,2.5,5,21.84,1
1,21,20241207,3.5,7,30.67,1
1,21,20241213,2.5,5,17.64,1
1,21,20241224,0.5,1,8.25,1
1,21,20241225,0.5,1,3.35,1
1,21,20241229,6.5,13,51.48,1
1,21,20250106,0.5,1,1.97,1
1,21,20250123,1.5,3,16.66,1
1,21,20250203,5.0,10,32.85,1
1,21,20250204,0.5,1,7.23,1
1,21,20250210,8.0,16,60.54,1
1,21,20250215,1.5,3,9.64,1
1,21,20250219,3.0,6,20.93,1
1,21,20250305,10.5,21,49.93,1
1,21,20250312,3.0,6,29.23,1
1,21,20250314,1.0,2,11.83,1
1,21,20250315,0.5,1,6.76,1
1,21,20250317,7.5,15,42.87,1
1,21,20250318,0.5,1,7.89,1
1,21,20250406,3.5,7,27.26,1
1,21,20250410,5.5,11,45.67,2
1,21,20250415,7.5,15,54.06,1
1,21,20250421,1.0,2,10.72,1
1,21,20250424,0.5,1,5.93,1
1,21,20250507,7.0,14,56.51,1
1,21,20250509,9.5,19,39.71,1
1,21,20250512,5.5,11,23.68,1
1,21,20250604,7.5,15,58.88,2
1,21,20250624,3.0,6,24.17,1
2,1,20240729,6.0,12,32.19,1
2,1,20240804,7.0,14,35.41,1
2,1,20240812,3.0,6,17.67,1
2,1,20240829,0.5,1,5.27,1
2,1,20241102,2.5,5,19.43,1
2,1,20241124,4.0,8,24.99,1
2,1,20241201,6.0,12,57.25,1
2,1,20241207,3.5,7,35.75,1
2,1,20241214,0.5,1,8.29,1
2,1,20241223,5.5,11,43.09,1
2,1,20250201,2.5,5,20.73,1
2,1,20250219,8.5,17,45.1,1
2,1,20250228,10.0,20,55.45,1
2,1,20250322,0.5,1,2.5,1
2,1,20250527,4.0,8,38.57,1
2,1,20250606,3.0,6,27.27,1
2,1,20250609,6.5,13,32.65,1
2,1,20250612,2.5,5,13.14,1
2,2,20240704,0.5,1,2.0,1
2,2,20240806,6.0,12,32.63,1
2,2,20240824,0.5,1,6.42,1
2,2,20240831,4.5,9,31.28,1
2,2,20240911,3.5,7,27.95,1
2,2,20240923,2.5,5,23.01,1
2,2,20241005,0.5,1,4.93,1
2,2,20241016,4.0,8,37.31,1
2,2,20241101,1.0,2,8.83,1
2,2,20250227,2.0,4,18.75,1
2,2,20250307,0.5,1,6.77,1
2,2,20250417,7.5,15,56.15,1
2,2,20250504,2.5,5,13.61,1
2,2,20250506,1.0,2,7.17,1
2,3,20240920,2.0,4,20.34,1
2,3,20241122,2.0,4,17.59,1
2,3,20241209,2.0,4,16.82,2
2,3,20241212,2.0,4,18.63,1
2,3,20241229,1.5,3,9.69,1
2,3,20250104,0.5,1,6.0,1
2,3,20250112,0.5,1,8.03,1
2,3,20250319,0.5,1,5.17,1
2,3,20250403,2.0,4,15.79,1
2,3,20250413,2.0,4,11.74,1
2,3,20250415,2.0,4,17.98,1
2,3,20250520,6.0,12,28.45,1
2,3,20250607,7.0,14,44.83,1
2,4,20240703,3.5,7,22.45,1
2,4,20240831,3.0,6,23.79,1
2,4,20241006,1.5,3,8.07,1
2,4,20241012,2.5,5,23.83,1
2,4,20241017,3.5,7,28.77,1
2,4,20241024,3.0,6,22.1,1
2,4,20241114,2.0,4,20.38,1
2,4,20241209,2.0,4,10.61,1
2,4,20250201,4.0,8,19.49,1
2,4,20250411,3.0,6,22.24,1
2,4,20250416,7.5,15,35.35,1
2,4,20250509,3.0,6,30.27,1
2,4,20250603,2.5,5,20.98,1
2,4,20250614,3.5,7,26.97,1
2,4,20250623,3.5,7,28.95,1
2,5,20240629,5.0,10,30.12,1
2,5,20240812,2.5,5,21.7,1
2,5,20240906,0.5,1,7.24,1
2,5,20241002,1.5,3,13.48,1
2,5,20241010,1.0,2,12.8,1
2,5,20241106,1.0,2,10.05,1
2,5,20241206,3.5,7,35.16,1
2,5,20250124,4.0,8,35.26,1
2,5,20250126,7.5,15,57.75,1
2,5,20250308,0.5,1,0.94,1
2,5,20250315,5.0,10,40.09,1
2,5,20250512,4.0,8,25.56,1
2,6,20240706,1.0,2,10.3,1
2,6,20240720,3.5,7,28.72,1
2,6,20240901,1.5,3,15.17,1
2,6,20240916,3.0,6,22.16,1
2,6,20240919,2.5,5,20.63,1
2,6,20240920,0.5,1,4.03,1
2,6,20241102,3.0,6,16.24,1
2,6,20250228,3.5,7,16.67,1
2,6,20250526,4.0,8,40.57,1
2,7,20240624,1.5,3,10.83,1
2,7,20240702,5.5,11,35.52,1
2,7,20240704,5.5,11,25.74,1
2,7,20240710,2.0,4,21.46,1
2,7,20240731,1.0,2,9.82,1
2,7,20240821,2.0,4,12.0,1
2,7,20240923,2.0,4,18.38,1
2,7,20241012,1.5,3,14.06,1
2,7,20241028,1.0,2,7.08,1
2,7,20241104,1.0,2,6.12,1
2,7,20241106,6.5,13,40.8,1
2,7,20241123,8.5,17,71.57,1
2,7,20250124,1.5,3,10.45,1
2,7,20250205,2.5,5,13.49,1
2,7,20250208,5.0,10,23.4,1
2,7,20250331,18.0,36,91.13,2
2,7,20250403,3.0,6,30.94,1
2,7,20250506,0.5,1,4.38,1
2,7,20250529,2.5,5,26.17,2
2,8,20240804,3.5,7,27.24,1
2,8,20240902,1.5,3,9.43,1
2,8,20240921,1.0,2,9.81,1
2,8,20240927,7.5,15,33.19,1
2,8,20241015,5.5,11,33.25,1
2,8,20241017,3.0,6,18.52,1
2,8,20250304,2.0,4,18.28,1
2,8,20250503,4.0,8,29.68,1
2,8,20250514,0.5,1,2.48,1
2,8,20250516,3.0,6,14.47,1
2,8,20250613,3.5,7,17.88,1
2,8,20250619,4.0,8,26.05,1
2,9,20240911,2.0,4,14.51,1
2,9,20240921,2.0,4,13.13,1
2,9,20241228,0.5,1,5.78,1
2,9,20250131,4.5,9,31.58,1
2,9,20250204,6.5,13,35.62,1
2,9,20250208,1.0,2,5.77,1
2,9,20250225,3.5,7,22.84,1
2,9,20250323,5.0,10,20.97,1
2,9,20250425,4.0,8,40.94,1
2,9,20250507,1.0,2,4.27,1
2,9,20250510,9.0,18,68.07,1
2,9,20250513,1.0,2,6.98,1
2,9,20250516,7.5,15,52.09,2
2,9,20250612,2.5,5,15.6,1
2,10,20240710,5.0,10,39.08,1
2,10,20240711,3.0,6,24.6,1
2,10,20240718,0.5,1,3.33,1
2,10,20241104,1.0,2,10.32,1
2,10,20241105,0.5,1,2.42,1
2,10,20241219,2.0,4,15.22,1
2,10,20241224,4.0,8,39.31,1
2,10,20250115,0.5,1,2.98,1
2,10,20250206,2.5,5,20.19,1
2,10,20250207,1.0,2,8.57,1
2,10,20250211,0.5,1,0.9,1
2,10,20250303,0.5,1,3.95,1
2,10,20250314,5.0,10,28.45,1
2,10,20250514,14.0,28,82.82,1
2,10,20250605,1.0,2,9.68,1
2,10,20250621,1.0,2,11.36,1
2,11,20240706,0.5,1,4.02,1
2,11,20240716,1.5,3,14.86,1
2,11,20240729,2.5,5,25.0,1
2,11,20240907,7.5,15,53.08,1
2,11,20241028,5.0,10,34.87,1
2,11,20241127,0.5,1,4.14,1
2,11,20241201,1.0,2,11.36,1
2,11,20250205,0.5,1,3.82,1
2,11,20250210,1.0,2,5.12,1
2,11,20250218,2.5,5,15.51,1
2,11,20250415,1.0,2,10.52,1
2,11,20250419,2.5,5,14.7,1
2,11,20250420,0.5,1,5.67,1
2,11,20250607,1.0,2,9.7,1
2,11,20250613,1.5,3,14.67,1
2,11,20250622,3.5,7,33.78,1
2,12,20240626,4.0,8,19.18,1
2,12,20240630,3.0,6,29.01,1
2,12,20240701,8.5,17,44.98,1
2,12,20240716,2.5,5,20.38,1
2,12,20240912,0.5,1,9.14,1
2,12,20241026,3.0,6,17.0,1
2,12,20241120,0.5,1,1.43,1
2,12,20241124,9.0,18,39.45,1
2,12,20241213,6.5,13,32.06,1
2,12,20241228,2.5,5,14.98,1
2,12,20241229,2.5,5,24.24,1
2,12,20250102,3.5,7,26.32,1
2,12,20250315,0.5,1,6.5,1
2,12,20250321,1.5,3,13.4,1
2,12,20250329,1.0,2,9.56,1
2,12,20250422,2.0,4,19.81,1
2,12,20250514,7.0,14,30.82,1
2,13,20240906,0.5,1,5.14,1
2,13,20240922,4.0,8,17.12,1
2,13,20241204,10.0,20,42.93,1
2,13,20241226,1.5,3,12.57,1
2,13,20241229,3.0,6,24.75,1
2,13,20250111,0.5,1,9.95,1
2,13,20250202,0.5,1,5.63,1
2,13,20250203,1.0,2,7.54,1
2,13,20250224,1.0,2,12.19,1
2,13,20250424,1.5,3,10.21,1
2,13,20250505,1.5,3,13.04,1
2,13,20250601,2.0,4,14.36,1
2,14,20240726,1.0,2,11.39,1
2,14,20240806,3.0,6,20.49,1
2,14,20240905,2.5,5,18.7,1
2,14,20240908,0.5,1,2.54,1
2,14,20241015,1.5,3,10.48,1
2,14,20241122,3.0,6,22.16,1
2,14,20250108,0.5,1,1.98,1
2,14,20250202,1.0,2,5.07,1
2,14,20250228,0.5,1,6.49,1
2,14,20250302,2.5,5,16.01,1
2,14,20250320,2.5,5,18.41,1
2,14,20250420,1.0,2,11.2,1
2,14,20250426,6.5,13,35.88,1
2,14,20250506,2.0,4,13.94,1
2,14,20250531,4.5,9,24.17,1
2,14,20250608,3.5,7,36.92,1
2,14,20250621,6.5,13,27.55,1
2,15,20240624,2.0,4,16.03,1
2,15,20240630,1.5,3,18.34,1
2,15,20240713,3.5,7,29.5,2
2,15,20240722,2.0,4,17.62,1
2,15,20240816,2.0,4,19.02,1
2,15,20240831,4.5,9,21.87,1
